image_path,text
dataset/images\chaquetas (115).png,Chaqueta tipo deportiva de la impermeable forro térmico frente y espalda combinada en dos colores color beige con hombreras verde pericón mangas color beige con tres líneas verde perico uño y cinturas en gareca gruesa color verde perico cuello alto color verde perico cierre del centro y para los bolsillos del costado color beige logo pequeño lado izquierdo y lado derecho del pecho
dataset/images\chaquetas (116).png,Chaqueta tipo casual de la impermeable forro térmico Delgado frente espalda y mangas color blanco auxilios al costado con cierre color blanco cierre del centro color blanco cuello alto en lana con una franja roja con negro en la parte interna puños y cintura en lana blancas con franja negra y roja no lleva logos
dataset/images\chaquetas (117).png,Chaqueta tipo formal de la impermeable acolchado con un plumón forro Delgado frente y espalda y mangas color negro puño con elástico cintura suelta dos bolsillos al costado un bolsillo en el pecho con cierre gris lleva cuello y capucha desprendible color gris por dentro y negro por fuera cierre en el centro de la chaqueta color negro y tapa cierre no lleva logos
dataset/images\chaquetas (118).png,Chaqueta tipo deportiva tela impermeable forro térmico Delgado frente combinado en dos colores hombreras negras parte naranja parte inferior blanca espalda negra mangas negras puños en gareca gruesa negras cintura un riel delgado blanco capucha negra con su respectivo cordón auxilios al costado con cierres negros cierre al frente color negro no lleva logos
dataset/images\chaquetas (119).png,Chaqueta tipo casual de la impermeable forro térmico parte delantera con dos piezas fucsias partes posterior negra mangas negras con línea fucsia en la parte de la sisa lleva fucsia cierres al costado cierre en el centro color negro lleva tapa cierre cuello alto capucha colores negros y por dentro fucsia cintura suelta puño con elástico logo pequeño y lado izquierdo del pecho
dataset/images\chaquetas (120).png,Buso tipo deportivo de la friz algodón frente y espalda combinada en dos colores gris oscuro y negro mangas combinado en dos colores gris oscuro y negro auxilio tipo canguro capucha color gris oscuro con su respectivo cordón puños y cintura en gareca gruesa color negro cierre color negro logo pequeño lado izquierdo en la parte del bolsillo logo en la parte superior de cada manga
dataset/images\chaquetas (121).png,Buso tipo deportivo de la Flex algodón frente y espalda y mangas color amarillo capucha color amarillo con su respectivo cordón auxilio tipo canguro puño y cinturas en gareca gruesa color amarillo logo pequeño lado izquierdo y lado derecho del pecho y luego grande en el centro del pecho
dataset/images\chaquetas (122).png,Chaqueta tipo deportivo para dama tela licrada algodón frente espalda y mangas color blanco líneas muy finas color gris bolsillos al costado cierre a medio pecho color verde limón y los cierres de los bolsillos verde limón cuello alto color blanco con vivo verde limón cintura ancha formada en la misma tela uña de la manga termina en punta de la misma tela logo pequeño lado derecho izquierdo del pecho
dataset/images\chaquetas (123).png,Chaqueta tipo deportiva de la impermeable forro térmico frente y espalda combinada en dos colores gris oscuro en la parte superior y plomo en la parte inferior mangas combinada en dos colores plomo en la parte de la sisa un triángulo en gris oscuro puños tejido enana plomos bolsillos al costado con cierre plomo cierre del frente color gris oscuro capucha color gris oscuro logo grande parte izquierda del pecho lobo grande parte inferior lado derecho de la chaqueta
dataset/images\chaquetas (124).png,Chaqueta tipo casual de la impermeable frente y espalda combinada en dos colores rosado en la parte superior y negro en la parte inferior bolsillos a los costados mangas combinado en dos colores rosado en la parte de la sisa y negro en la parte de abajo con cinta reflectiva puño Delgado color rosado lleva cuello alto rosado y capucha negra con cordón elástico cierre al frente color negro la espalda en la parte inferior es corte tipo cola de pato logo pequeño lado izquierdo del pecho
dataset/images\chaquetas (125).png,Chaqueta tipo casual de la impermeable acolchado con plumón y forro térmico acabados con pespuntes para el labrado de la tela frente y espalda combinada en tres colores parte superior azul marino luego blanco y verde botella en la parte inferior mangas color azul marino en la parte interna blanco puños con elásticos cintura suelta bolsillos al costado cierre en el frente color blanco cuello alto logo pequeño lado izquierdo del pecho
dataset/images\chaquetas (126).png,Chaqueta tipo deportiva de la impermeable Delgado forro Delgado delantero y espalda color azul marino mangas color azul marino con franjas auxilios al costado con cierre cierre azul marino en la parte del frente capucha color azul marino con cordón rojo logo pequeño lado izquierdo y lado derecho del pecho puños y cintura con elástico
dataset/images\chaquetas (127).png,Chaqueta tipo deportiva de lafres algodón frente y espalda color rojo mangas corte ragland color rojo puños y cintura en gareca gruesa bolsillos laterales al costado cierre en el centro color negro cuello alto color rojo logo pequeño y lado izquierdo del pecho color negro
dataset/images\chaquetas (128).png,Chaqueta tipo deportiva de la fris algodón jaspeado frente y espalda color gris jaspeado mangas color negro puños color negros cintura gris jaspeado en gareca gruesa oscilia tipo canguro capuchaco con cuello alto color negro por fuera y fucsia por dentro cordón gris cierren el en el centro color gris logo mediano lado izquierdo del pecho y lo grande manga izquierda
dataset/images\chaquetas (129).png,"Chaqueta tipo deportiva de la Fles
algodó frente y espalda blancas una franja celeste mangas blancas con franjas celeste hombreras celestes puño y cintura Blanca en gareca delgada no lleva bolsillos cuello tipo militar Sierra blanco en el centro no lleva logos"
dataset/images\chaquetas (130).png,Chaqueta tipo casual de la impermeable acolchada con plumón y forro térmico labrado en la máquina para acabado de la chaqueta combinado al frente y la espalda en dos colores blanco en la parte superior negro en la parte inferior mangas color gris oscuro con una pieza Blanca empezando desde la sisa puños con elástico cintura suelta cierre negro para el centro dos bolsillos al costado con cierre negro capucha con terminado de cuello alto color blanco logo pequeño lado izquierdo del pecho
dataset/images\chaquetas (131).png,Puso tipo deportivo de la fresa algodón frente y espalda combinada en dos colores blanco con negro mangas combinado en dos colores blanco con negro puño y cinturas en gareca gruesa capucha color blanco y con cordón blanco en la parte superior de cada manga no lleva logos en el pecho
dataset/images\chaquetas (132).png,Chaqueta tipo casual de la impermeable forro polar martillado y plumón frente espalda y mangas color negro cuello alto bolsillos al costado puños con elásticos cintura suelta cierre negro en el frente y cierre para el bolsillo del pecho lado izquierdo tapa cierre por la parte interna logo pequeño lado izquierdo del pecho y luego pequeño cerca del puño en la mano izquierda
dataset/images\chaquetas (133).png,Chaqueta tipo casual de la impermeable forro térmico frente y espalda y mangas color verde botella en las mangas lleva tres rayas grises reflectivas bolsillos costado con cierres cierre verde botella en el frente dos cierres en las en la parte superior del pecho cuello alto verde botella por fuera y en la parte interna de amarillo unos con elástico Delgado cintura suelta redondeado en la parte inferior de la espalda
dataset/images\chaquetas (134).png,Chaqueta tipo casual de la impermeable acolchada con plumón y forro Delgado en cuadritos frente y espalda y mangas color blanco cuello redondo lana gruesa puño y cinturas en lana gruesa un bolsillo en la manga de lado izquierdo con cierre metálico bolsillos en el costado con cierre metálico cierre metálico en el centro tapa cierre Delgado no lleva logos
dataset/images\chaquetas (135).png,Chaqueta tipo deportiva del impermeable acolchado con plumón y forro térmico Delgado frente y espalda color verde botella con pieza gris y blanco dos bolsillos horizontales a la altura del pecho con cierre mangas color negro con bolsillos un poco más arriba del codo puños y tejidos en lana con franja verde cintura suelta cuello alto color gris y capucha desprendible color verde con su respectivo cordón cierra en el centro blanco con verde logo pequeño lado izquierdo del pecho
dataset/images\chaquetas (136).png,Chaqueta tipo formal de la impermeable sublimada frente y espalda color turquesa en la parte superior y abajo en la parte inferior tono de verde mangas en la parte superior color turquesa en la parte verde y bolsillos al costado con tapa y broche cierre del centro del pecho con tapa y broche capucha color turquesa uñas y cintura suelta no lleva logos
dataset/images\chaquetas (137).png,Chaqueta tipo casual de la impermeable forro térmico frente y espalda color lila claro combinado con Lila oscuro y blanco mangas combinados con Lila claro y la oscuro y blanco puño suelto con velcro para modificar la anchura el ancho de cada puño bolsillos al costado cierran el pecho Lila oscuro tapa cierre y dos broches luego lado izquierdo del pecho cuello alto lleva un chaleco por dentro color lila oscuro en tela impermeable sería el frente bolsillos al costado acolchado con plumón no lleva logos
dataset/images\chaquetas (138).png,Chaqueta tipo deportiva en tela polar martillado frente y espalda color beige mangas color beige con una franja negra que sale desde el hombro bolsillos al costado con cierre beige el cierre del frente es beige capucha cuello alto color beige puños y cintura grueso color beige logo pequeño lado izquierdo del pecho
dataset/images\chaquetas (139).png,Buzo tipo deportivo de las flores algodón frente y espalda y mangas color amarillo bolsillo tipo canguro capucha color amarillo con su respectivo cordón uñas y cintura en gareca gruesa lo grande centro del pecho logos pequeños manga izquierda
dataset/images\chaquetas (140).png,Chaqueta tipo casual de la impermeable combinada en dos colores frente y espalda parte superior en verde limón parte inferior blanco mangas combinado en dos colores parte superior en verde limón parte inferior Blanca en parte interna verde puño con elástico cintura suelta bolsillos al costado con cierre color negro cierre en el centro de la chaqueta color negro cuello alto y capucha desprendible globo pequeño lado izquierda del pecho
dataset/images\chaquetas (141).png,Chaqueta tipo deportiva del impermeable delgada for perchado frente y espalda color blanco en el frente realizado un pliegue que termina en b mangas corte ragland combinado en dos colores blanco en la parte superior negro en la parte inferior con elástico en el puño cintura suelta bolsillos al costado con cierre cierre blanco en el frente capucha color blanco por fuera y negro por dentro logo mediano lado izquierdo del pecho logo mediano lado derecho parte inferior del frente
dataset/images\chaquetas (142).png,Chaqueta de tipo deportiva del impermeable forro térmico Delgado frente y espalda combinada en dos colores color menta en la parte superior color negro en la parte inferior mangas combinado en los dos colores de acuerdo a algo al frente puños y cintura con elástico bolsillos al costado con cierre cierre del frente del pecho color negro cuello alto no lleva lo
dataset/images\chaquetas (143).png,Chaqueta tipo deportiva de la flis jaspeado frente y espalda combinada en dos colores negro en la parte superior y verde militar en la parte inferior mangas color verde militar puños y cintura greca gruesa color verde militar bolsillos tipo canguro capucha color negro por fuera y verde está por dentro cierre del centro verde militar globo pequeño lado izquierdo del pecho lobo grande manga izquierda
dataset/images\chaquetas (144).png,Buso tipo deportivo de la flis jaspeado frente espalda y mangas color negro capucha color negro cordón combinado negro con blanco bolsillo tipo canguro puños y cintura en gareca gruesa logo grande lado izquierdo del pecho
dataset/images\chaquetas (145).png,"Buso tipo deportivo de la fris jaspeado frente espalda y mangas color negro auxilio tipo canguro capucha con cordón color negro
puños y cintura en g areca gruesa color negro flojo pequeño lado izquierdo del pecho"
dataset/images\chaquetas (146).png,Chaqueta tipo deportiva de la impermeable frente y espalda combinada en dos colores parte superior negro parte inferior blanco mangas combinado en tres colores parte superior negra parte inferior blanca con una línea azul marino puños y cintura en lana gruesa cuello tipo militar color negro en lana bolsillos al costado cierre del centro de la prenda color blanco logo pequeño lado izquierdo del pecho logo grande manga lado derecho parte inferior
dataset/images\chaquetas (147).png,Chaqueta tipo deportiva de la flis algodón perchado frente y espalda dolor vino tinto mangas color vino tinto logo en cada manga uñas y cintura en gareca gruesa capucha y cordón color vino tinto cierre del centro color vino tinto bolsillos logo lado izquierdo en la parte inferior en el bolsillo tipo canguro
dataset/images\chaquetas (148).png,Chaqueta tipo deportiva tela fleece algodón frente  espalda y mangas color azul rey con una franja blanca que sale desde el hombro sublimada puños y cintura en gareca gruesa bolsillos al costado capucha del lado de afuera azul rey del lado de adentro Blanca cordón en los dos colores cierre del centro blanco no lleva logos en el pecho
dataset/images\chaquetas (149).png,Chaqueta tipo deportiva tela impermeable forro térmico frente combinado en tres colores plomo morado y blanco espalda color negro manga izquierda color Blanca manga derecha combinada en dos colores negro y ploma bolsillo tipo canguro cierre del frente color negro puños y cintura en gareca delgada color negro capucha color plomo y cordón morado logo pequeño lado izquierdo del pecho
dataset/images\chaquetas (150).png,Chaqueta tipo casual de la impermeable forro ovejero frente espalda y mangas color negro bolsillos al costado y uno en el pecho lado izquierdo cierres color naranjas cierre grande del frente color naranja capucha color negro cordón color naranja cintura suelta puños con velcro reajustables no lleva logos
dataset/images\chaquetas (151).png,Chaqueta tipo deportiva de la impermeable forro térmico frente espalda blancas mangas corte ragland color blanco tres blancas negras desde el hombro cuello redondo en lana gruesa puños y cintura en lana gruesa bolsillos al costado con cierre negro cierre del centro color negro logo pequeño lado izquierdo del pecho
dataset/images\chaquetas (152).png,Chaqueta tipo deportiva tela polar martillado jaspeado frente espalda y mangas color gris jaspeado bolsillo tipo canguro capucha color gris jaspeado con cordón negro cierre del centro color gris puños y cintura en lana gruesa combinado gris con negro logo pequeño lado izquierdo del pecho logro mediano manga derecha logo pequeño bolsillo izquierdo
dataset/images\chaquetas (153).png,Chaqueta tipo casual de la impermeable forro térmico frente y espalda azul marino mangas corte ragland combinado en dos tonos de azul bolsillos laterales del costado cuello alto cintura suelta bolsillo manga lado izquierdo logo pequeño lado izquierdo del pecho
dataset/images\chaquetas (154).png,Chaqueta tipo deportiva de la impermeable sublimada frente y espalda color azul rey mangas corte ragland color azul rey con blanco sublimadas auxilios al costado puños azul rey elásticos cintura suelta cuello redondo cierre del pecho color azul rey logo pequeño lado izquierdo y lado derecho del pecho
dataset/images\chaquetas (155).png,Chaqueta tipo deportiva de la flix algodón frente y espalda y mangas color rojo auxilio tipo canguro con vivo azul marino capucha roja por fuera y blanco por dentro cordón blanco cintura y puños combinadas blanco con azul marino tejido en lana logo pequeño lado izquierdo del pecho logo pequeño bolsillo izquierdo logo mediano manga derecha
dataset/images\chaquetas (156).png,Chaqueta tipo deportiva de la impermeable forro térmico frente y espalda combinada en los colores celeste en la parte superior azul marino en la parte inferior mangas azul marino con una pieza triangular empezando desde el hombro puños en gareca gruesa y cintura en recabreza color azul marino capucha color celeste y cordón celeste cierre del centro de la prenda color azul marino logo en la parte izquierda y la parte derecho del pecho bolsillos a los costados
dataset/images\chaquetas (157).png,Chompa tipo casual tela peluche frente y espalda color morado mangas color moradas puños y cintura colocado collarete cuello alto combinado en dos colores morado por fuera fucsia por dentro bolsillos en la parte del costado cierre en el centro de la prenda color morado logo pequeño lado izquierdo del pecho
dataset/images\chaquetas (158).png,Chaqueta tipo casual en tela peluche frente combinado hombre era en tela impermeable parte superior parte inferior de la peluche verde limón espalda de la peluche verde limón mangas color verde limón puños Delgado color plomo cintura filo color plomo cierre del centro color plomo bolsillos al costado cuello alto color plomo por fuera y verde por dentro logo pequeño lado izquierdo del pecho
dataset/images\chaquetas (159).png,Chaqueta tipo deportiva de la flis algodón frente y espalda color gris jaspeado mangas color gris jaspeado puños y cintura en gareca gruesa capucha en gris jaspeado cordón negro cierre del centro negro bolsillos tipo canguro bolsillo en la manga del lado izquierdo con cierre negro luego pequeño lado izquierdo del pecho
dataset/images\chaquetas (160).png,Chaqueta tipo deportiva de la impermeable forro térmico grueso delantero en dos colores azul rey parte superior azul marino parte inferior espalda azul color azul marino mangas corte regla color azul marino y una línea azul rey sale desde el hombro puño con elástico cintura suelta bolsillos al costado cierre del frente color azul marino y un bolsillo en el lado izquierdo del pecho capucha combinada en los colores azul marino con su rey logo pequeño lado izquierdo del pecho
dataset/images\chaquetas (161).png,Chaqueta tipo deportiva de la impermeable delgada forro perforado espalda y delanteras color gris oscuro mangas corte ragland color verde cuello alto color verde bolsillos al costado con cierre color plomo cierre del centro de la prenda color plomo uñas con elásticos cintura suelta lobo pequeño lado izquierdo del pecho
dataset/images\chaquetas (162).png,Chaqueta tipo deportiva de la impermeable delgada forro térmico frente combinado en tres colores verde botella verde claro y naranja color naranja espalda color verde botella mangas color verde botella puños y cintura con elástico cierre del frente color naranja cuello alto colocado cordón color verde botella bolsillos al costado globo pequeño lado izquierdo del pecho
dataset/images\chaquetas (163).png,Buzo tipo casual tela flis algodón delantera y posterior color blanco mangas puños y cintura color blanco cuello redondo color blanco logo en el centro del pecho
dataset/images\chaquetas (164).png,Buzo tipo deportivo tela fleece algodón delantero y espalda mangas color habano en las manos en la manga derecha bolsillo con tapa y broches y en la manga izquierda bolsillo con cierre en la parte inferior del frente bolsillo grande con cierres a los costados cierre negro hasta medio pecho en el centro capucha con cordón negro puños y cintura con gareca gruesa estampado una parte inferior del frente de la prenda
dataset/images\chaquetas (165).png,Chaqueta tipo deportiva tela polar martillado frente y espalda en dos tonos de celeste mangas corte raglan combinado en dos tonos de celeste bolsillos al costado con cierres negros cierre negro para el frente de la prenda capucha color azul filo del puño color negro cintura color celeste logo pequeño lado izquierdo del pecho
dataset/images\chaquetas (166).png,Buso tipo deportivo tela fleece algodón frente espalda y mangas color negro capucha color negro con su respectivo cordón puños y cintura en gareca gruesa bolsillo tipo canguro no lleva cierres logo grande en el centro del pecho
dataset/images\chaquetas (167).png,Chaqueta tipo casual de la impermeable con forro polar frente combinado en dos tonos de morado espalda morado oscuro mangas morado claro cuello alto una parte posterior morado oscuro parte interna morado claro puños y cintura sueltos cierre color para el centro de la prenda morado bolsillos al costado con cierre bolsillo lado izquierdo del pecho con cierre logo pequeño lado izquierdo del pecho
dataset/images\chaquetas (168).png,Chaqueta tipo casual de la impermeable forro térmico acolchado con plumón frente combinado en dos colores parte superior Blanca parte inferior azul marino espalda color azul marino mangas combinado en tres colores azul marino pieza roja triángulo blanco empezando desde el hombro uñas con elásticos cintura suelta bolsillos laterales al costado cierre color rojo en el centro cuello alto color blanco no lleva logos
dataset/images\chaquetas (169).png,Chaqueta tipo de deportiva de la peluche frente espalda y mangas color turquesa bolsillos al costado puño Delgado color plomo cuello alto color turquesa cierre color turquesa cintura suelta logo pequeño lado izquierdo del pecho
dataset/images\chaquetas (170).png,Chaqueta tipo casual de la impermeable forro polar frente y espalda color blanco mangas blancas con una línea roja que sale desde el hombro cuello tipo militar color blanco por fuera rojo por dentro puño y cinturas con elástico cierre blanco en el centro bolsillos al costado con cierre blanco logo pequeño lado izquierdo y lado derecho del pecho
dataset/images\chaquetas (171).png,Conjunto externo deportivo tela lycra algodón frente y espalda de la chaqueta color negro manga lado izquierdo azul rey manga lado derecho rojo corte tipo regla bolsillos al costado con vivos color azul rey capucha color negro con filo azul rey y rojo uñas y cintura suelta cierre del centro color negro cordón en la capucha logo pequeño lado izquierdo y lado derecho del pecho pantalón de la licra algodón color delantero y posterior color negro franja al costado estampada azul rey blanco y rojo puño con gareca gruesa logo pequeño lado izquierdo y lado derecho del muslo
dataset/images\chaquetas (172).png,Chaqueta tipo deportiva tela polar martillado frente y espalda color morado mangas corte ragland color morado oscuro puños y cintura sueltas bolsillos al costado con cierre amarilla capucha morada cierre grande en el centro color amarillo bolsillo con cierre lado izquierdo del pecho logo pequeño lado izquierdo del pecho
dataset/images\chaquetas (173).png,Chaqueta tipo deportiva tela licra algodón delantero y espalda amarillo mangas color amarillo con una franja verde perico sale desde el hombro cuello verde puños y cintura verde perico elaborados de la misma tela bolsillos al costado con cierres amarillos y cierre amarillo del centro de la prenda logo pequeño lado izquierdo y lado derecho del pecho
dataset/images\chaquetas (174).png,Chaqueta deportiva de la impermeable forro polar grueso frente espalda y mangas combinado en tres colores amarillo verde limón y fucsia puños con velcro reajustables cintura suelta cierre en el centro de la prenda con tapa cierre y broches bolsillos al costado con cierre bolsillo lado izquierdo del pecho con tapa y broche cuello y capucha color amarillo y con cordón logo pequeño lado izquierdo del pecho
dataset/images\chaquetas (175).png,Chaqueta tipo casual tela polar martillada frente espalda y mangas color café en el frente una línea negra a la altura del pecho en la manga izquierda un bolsillo con cierre negro cierre negro para el centro de la prenda los bolsillos al costado cuello alto color café puños y cintura suelta logo pequeño lado izquierdo del pecho
dataset/images\chaquetas (176).png,Chaqueta tipo deportiva tela polar martillado frente y espalda color plomo con pieza negra al costado mangas color plomo en la parte interna pieza negra bolsillos al costado con cierre color fucsia capucha color plomo puños y cintura suelta cierre en el centro de la prenda color fucsia logo pequeño parte derecha del hombro
dataset/images\chaquetas (177).png,Chaqueta tipo casual frente color rojo lado derecho color azul lado izquierdo parte inferior color blanca espalda color azul marino mangas color blanca puños y cintura con elástico capucha color rojo con azul marino y cordón cierre color blanco bolsillos al costado luego pequeño lado izquierdo y lado derecho del pecho
dataset/images\chaquetas (178).png,Chaqueta casual en tela impermeable con forro térmico con frente y espalda combinados en dos colores hombrera negra parte inferior Blanca manga combinada en dos colores con dos franjas negras y pieza negra empezando de la sisa cuello tipo militar color negro bolsillos laterales al costado puños y cintura negra en lana gruesa cierre del centro de la prenda color negro no lleva logos
dataset/images\chaquetas (179).png,Chaqueta tipo casual tela vioto algodón frente color negro con un vivo blanco a la altura del pecho espalda color negro mangas color negro con un vivo blanco diagonal al codo puños y cintura elaborados en la misma tela cuello alto color negro bolsillos al costado cierre en el centro de la prenda color negro logo pequeño lado izquierdo del pecho
dataset/images\chaquetas (180).png,Chaqueta tipo deportiva tela impermeable forro polar Delgado frente hombrera negra con pieza amarilla en la parte superior y parte inferior color amarillo espalda y mangas color amarillo puño Delgado color negro cintura con elástico cierre negro en el centro de la prenda cuello alto color negro bolsillos al costado logo pequeño lado derecho de la prenda
dataset/images\chaquetas (181).png,Chaqueta deportiva tela impermeable forro polar grueso frente combinado en dos colores blanco en la parte superior azul marino en la parte inferior espalda color azul marino mangas combinado en dos colores parte superior roja parte inferior azul marino con una raya roja bolsillos a los costados con el cierre blanco cierre blanco de la parte del frente de la prenda cuello en v puños y cintura elaborados en lana gruesa logo en la manga derecha de la prenda
dataset/images\chaquetas (182).png,Chaqueta tipo deportiva tela vioto algodón frente combinado en dos colores parte superior azul marino parte inferior Blanca espalda azul marino mangas combinadas en tres colores parte superior azul marino franja blanca y parte inferior rojo bolsillos a los costados con cierre blanco cierre en el centro con blanco cuello alto azul marino puños rojos y cintura Blanca elaborados en gareca gruesa logo pequeño parte izquierdo del pecho
dataset/images\chaquetas (183).png,Buzo tipo casual tela flis algodón delantera y posterior color negro mangas color negro con una línea dorada puños cintura color negro bolsillo tipo canguro cuello redondo color negro
dataset/images\chaquetas (184).png,Buzo tipo deportivo tela flis algodón delantera espalda y mangas color gris obscuro bolsillo tipo canguro capucha cerrada sin cordón puños y cintura en gareca gruesa logo grande en el centro del pecho no lleva cierres
dataset/images\chaquetas (185).png,Chaqueta tipo casual tela impermeable forro polar delantera combinado en dos colores parte superior negro parte inferior plomo espalda color negro mangas combinado en dos colores negro y plomo puños con elástico cintura suelta bolsillos al costado con cierre color verde limón capucha color negro logo pequeño lado izquierdo del pecho
dataset/images\chaquetas (186).png,Hh chompa tipo casual tela impermeable acolchada delantera y posterior color negro hombreras color celeste puño cintura color negro 2 bolsillos con cierre a los costados cierre color celeste cuello con chompa color celeste logo en el pecho izquierdo
dataset/images\chaquetas (187).png,Chaqueta tipo casual tela impermeable forro Carolina delantera y espalda combinada hombrera negra franja roja y la parte inferior color blanco mangas color blanco puños cintura y cuello tejidos en lana color negro rojo y blanco bolsillos al costado con cierre y el cierre del frente color negro logo pequeño lado izquierdo del pecho
dataset/images\chaquetas (188).png,Chaqueta tipo casual tela impermeable forro térmico frente sublimado espalda color azul marino manga corte raglan color azul marino puños cintura y cuello en gareca gruesa bolsillos al costado cierre en el centro de la prenda no lleva logo en el pecho
dataset/images\chaquetas (189).png,Hopa tipo deportiva tela flis algodón delantera y posterior color blanco mangas con 3 rayas horizontales color negro puño cintura color blanco 2 bolsillos en los costados con cierre el cierre en el centro color blanco cuello alto sin capucha
dataset/images\chaquetas (190).png,Chaqueta tipo deportiva tela impermeable forro térmico Delgado delantero espalda y mangas color blanco puño y cintura sueltos cierre del centro color cardenillo bolsillos al costado con cierre color cardenillo cuello alto color blanco y cardenillo logo pequeño lado izquierdo y derecho del pecho y logo en manga lado derecho
dataset/images\chaquetas (191).png,Chaqueta tipo deportiva de la impermeable Ford Carolina frente y espalda con vivos a sol en la sisa mangas corte ragland con vivos azules bolsillos laterales al costado con cierre turquesa cuello alto cintura y puños con vivo turquesa cierre del centro delantero color turquesa logo pequeño lado izquierdo del pecho y la manga izquierda
dataset/images\chaquetas (192).png,Chaqueta tipo casual de la impermeable forro térmico frente y espalda color azul rey mangas corte tipo real en color negro con franjas blancas puño con elástico cintura suelta eléctrico en el pecho bolsillos acostado capucha cordón lobo pequeño lado izquierdo lado derecho del pecho y manga derecha
dataset/images\chaquetas (193).png,Chaqueta tipo deportiva tela impermeable forro perforado frente y espalda combinado en los colores parte superior azul marino parte inferior Blanca mangas color azul marino cuello alto color azul marino bolsillos al costado cierre en el frente color azul marino logo grande en la parte superior de la espalda logo pequeño manga izquierda uñas con elásticos cintura suelta
dataset/images\chaquetas (194).png,Chaqueta tipo deportiva de la friz algodón frente y espalda color azul rey mangas corte reglas en color gris jaspeado con tres rayas azul rey puño grueso color gris jaspeado capucha color gris con azul rey cordón gris cierre en el frente color azul rey cintura de la chaqueta color azul rey en gareca gruesa lobo grande centro del pecho bolsillos tipo canguro
dataset/images\chaquetas (195).png,Chaqueta tipo deportiva de la impermeable forro perforado frente y espalda color gris oscuro mangas combinada en dos colores negro en la parte superior gris oscuro la parte inferior en la manga izquierda cierre a medio pecho color verde limón o hilo alto no lleva bolsillos logo pequeño lado izquierdo del pecho
dataset/images\chaquetas (196).png,Chaqueta tipo deportiva de la Flex algodón enfrente y espalda color azul marino con pieza blanca al costado y bolsillos al costado mangas azul marino con pieza ancha Blanca sale desde el hombro y tres franjas horizontales azul marino rojo y blanco puños y cintura elaborados en lana gruesa color rojoy blanco logo pequeño lado izquierdo del pecho
dataset/images\chaquetas (197).png,Chaqueta tipo casual de la impermeable acolchado con plumón y forro Carolina pespuntado en la máquina para lograr mejor acabado frente y espalda combinado en tres colores gris oscuro pieza amarilla y parte inferior azul marino bolsillos a los costados con cierre azul marino mangas color azul marino con tres líneas una amarilla y dos blancas puño con elástico cuello color azul marino y capucha con azul marino y amarillo cierre azul marino en el frente del pecho no lleva lobo cintura suelta
dataset/images\chaquetas (198).png,Chaqueta tipo deportiva tela impermeable forro térmico Delgado frente y espalda combinado en dos colores parte superior azul marino parte inferior color rojo con dos franjas blancas mangas combinado en dos colores parte superior azul marino parte inferior rojo con dos franjas blancas puños y cintura en gareca gruesa cierre en el frente color color azul marino logo pequeño lado izquierdo y lado derecho del pecho
dataset/images\chaquetas (199).png,Champa tipo deportiva tela polar martillado frente y espalda color turquesa mangas tipo ragland color azul marino con una franja azul turquesa por si los al costado convivio azul marino cierre del centro color turquesa puños suelto cintura combinada turquesa con azul marino logo pequeño lado derecho del pecho
dataset/images\chaquetas (200).png,Chompa tipo casual tela flis algodón delantera y posterior color azul marino hombreras color rojo manga de color azul con rayas rojas manga color rojo puño color azul cintura color azul puño color rojo bolsillos en los costados cierre en el centro cuello en punta sin capucha sin ningún logo
dataset/images\chaquetas (201).png,Buzo tipo casual tela flix algodón delantera y posterior color gris con laterales blancos mangas color blanco con hombrera color gris puños color blanco cintura color gris bolsillo tipo canguro cuello con capucha y cordón blanco sin ningún logo
dataset/images\chaquetas (202).png,Chupa tipo deportiva de la viotto algodón hola delantera y posterior color negro mangas color negro con rayas grises puños y cintura color negro bolsillos en los costados cierre en el centro color negro cuello alto color negro sin capucha logo en el pecho izquierdo
dataset/images\chaquetas (203).png,Buzo tipo deportivo tela licrada delantera y posterior color celeste con hombreras color azul oscuro mangas color celeste puño y cintura color celeste sin bolsillos cuello militar color celeste con cierre
dataset/images\chaquetas (204).png,Chompa tipo casual tela impermeable delantera y posterior color celeste hombreras color negro mangas color negro con una raya celeste puños color negro cintura color celeste bolsillos en los costados cierre en el centro color celeste cuello alto color celeste logo en el pecho izquierdo
dataset/images\chaquetas (205).png,Chompa tipo deportivo tela bioto delantera y posterior color azul mangas color azul con hombreras negras puños y cintura color negrobolsillos en los costados con cierre en el centro cierre color negro cuello en punta color negro logo en el pecho derecho
dataset/images\chaquetas (206).png,Chompa tipo casual tela impermeable delantera y posterior color verde oscuro mangas color negro hombreras con rayas rojas puños y cintura color negro bolsillos en los costados cierre en el centro color verde cuello alto color verde sin capucha sin logos
dataset/images\chaquetas (207).png,Chompa tipo deportiva tela flix algodón delantera y posterior color celeste hombreras color azul oscuro mangas color azul oscuro puños color azul oscuro cintura color celeste bolsillos en los costados cierre color celeste cuello redondo sin capucha logo en el pecho derecho
dataset/images\chaquetas (208).png,Chompa tipo deportiva tela flis algodón delantera y posterior color azul petróleo hombreras con raya color rojo mangas color azul petróleo con raya color rojo puños y cintura color azul petróleo bolsillo tipo canguro era cierre en el centro color negro cuello con capucha y cordones azul petróleo logo en el pecho izquierdo y derecho
